종목명	현재가	전일비	등락률	액면가	시가총액	배당금	PER	ROE	PBR	유보율	배당율
삼성 레버리지 금 선물 ETN(H)	31,935	935	+3.02%	0	319	N/A	N/A	N/A	N/A	N/A	
KBSTAR 200선물인버스2X	5,805	245	-4.05%	0	319	N/A	N/A	N/A	N/A	N/A	
미래에셋 미국 항공우주 ETN(H)	15,885	95	-0.59%	0	318	N/A	N/A	N/A	N/A	N/A	
성문전자	1,630	40	+2.52%	500	318	0	-20.63	-6.57	1.12	195.1	0.0
KBSTAR 중국본토대형주CSI100	16,700	425	+2.61%	0	317	N/A	N/A	N/A	N/A	N/A	
ARIRANG KS모멘텀가중TR	10,740	185	+1.75%	0	317	N/A	N/A	N/A	N/A	N/A	
미래에셋 미국 대형주 ETN(H)	15,525	150	-0.96%	0	310	N/A	N/A	N/A	N/A	N/A	
동일제강	2,070	35	+1.72%	500	310	10	43.12	0.85	0.24	1,638.6	0.004830917874396135
진양폴리	3,100	100	+3.33%	500	310	100	4.24	N/A	1.19	431.7	0.03225806451612903
KINDEX 중장기국공채액티브	104,055	40	-0.04%	0	305	N/A	N/A	N/A	N/A	N/A	
삼화전자	2,910	50	+1.75%	1,000	304	N/A	-9.64	-23.62	2.57	-98.0	
KBSTAR 중장기국공채액티브	103,665	80	-0.08%	0	304	N/A	N/A	N/A	N/A	N/A	
한솔PNS	1,480	40	+2.78%	500	303	25	9.87	7.94	0.74	315.8	0.016891891891891893
ARIRANG KS퀄리티가중TR	11,230	165	+1.49%	0	303	N/A	N/A	N/A	N/A	N/A	
삼성 미국 대형 성장주 ETN(H)	15,140	215	+1.44%	0	303	N/A	N/A	N/A	N/A	N/A	
신한 다우존스지수 선물 ETN(H)	15,060	10	-0.07%	0	301	N/A	N/A	N/A	N/A	N/A	
흥아해운	258	0	0.00%	500	301	0	-0.52	-98.70	1.05	13.0	0.0
TIGER 미국다우존스30	15,845	90	-0.56%	0	301	N/A	N/A	N/A	N/A	N/A	
하이골드12호	2,300	5	-0.22%	5,000	300	368	4.09	17.18	0.95	-55.2	0.16
키위미디어그룹	150	0	0.00%	500	296	0	-0.01	-272.63	-0.09	-87.3	0.0
KINDEX 삼성그룹섹터가중	10,860	170	+1.59%	0	293	N/A	N/A	N/A	N/A	N/A	
이스타코	683	10	+1.49%	500	293	N/A	3.35	25.52	0.54	135.8	
LG하우시스우	27,900	950	+3.53%	5,000	288	N/A	16.38	N/A	0.30	N/A	
대신 WTI원유 선물 ETN(H)	3,585	205	+6.07%	0	287	N/A	N/A	N/A	N/A	N/A	
TIGER 일본TOPIX(합성 H)	12,995	5	-0.04%	0	286	N/A	N/A	N/A	N/A	N/A	
한국전자홀딩스	610	6	+0.99%	500	285	0	-2.11	-11.06	0.25	291.2	0.0
삼성 China A50 선물 ETN(H)	14,165	0	0.00%	0	283	N/A	N/A	N/A	N/A	N/A	
KODEX 미국나스닥100선물(H)	12,245	190	+1.58%	0	282	N/A	N/A	N/A	N/A	N/A	
ARIRANG 코스피중형주	7,915	120	+1.54%	0	281	N/A	N/A	N/A	N/A	N/A	
신한 인버스 콩 선물 ETN(H)	14,010	0	0.00%	0	280	N/A	N/A	N/A	N/A	N/A	
미래에셋 미국 헬스케어 ETN(H)	13,925	0	0.00%	0	278	N/A	N/A	N/A	N/A	N/A	
신한 금 선물 ETN(H)	13,875	225	+1.65%	0	278	N/A	N/A	N/A	N/A	N/A	
미래에셋 미국 중형주 ETN(H)	13,690	0	0.00%	0	274	N/A	N/A	N/A	N/A	N/A	
TIGER 농산물선물Enhanced(H)	4,020	10	+0.25%	0	273	N/A	N/A	N/A	N/A	N/A	
QV 바이오 TOP5 ETN	13,635	665	+5.13%	0	273	N/A	N/A	N/A	N/A	N/A	
KOSEF 미국달러선물	13,045	125	-0.95%	0	273	N/A	N/A	N/A	N/A	N/A	
QV S&P500 VIX S/T 선물 ETN B	27,170	915	-3.26%	0	272	N/A	N/A	N/A	N/A	N/A	
KODEX 삼성그룹밸류	6,775	95	+1.42%	0	271	N/A	N/A	N/A	N/A	N/A	
TIGER 미국달러단기채권액티브	10,505	105	-0.99%	0	269	N/A	N/A	N/A	N/A	N/A	
씨아이테크	1,115	10	-0.89%	500	268	0	-4.08	-15.96	0.68	-25.9	0.0
신화실업	21,900	300	+1.39%	5,000	266	100	40.71	2.83	0.78	470.1	0.0045662100456621
QV 레버리지 S&P500 ETN	13,265	0	0.00%	0	265	N/A	N/A	N/A	N/A	N/A	
미래에셋 중국 심천 100 ETN	13,245	360	+2.79%	0	265	N/A	N/A	N/A	N/A	N/A	
유안타증권우	2,050	5	+0.24%	5,000	265	N/A	5.38	N/A	0.33	N/A	
경인전자	16,800	50	+0.30%	5,000	264	250	26.33	0.45	0.40	601.7	0.01488095238095238
삼성 레버리지 은 선물 ETN(H)	13,175	1,270	+10.67%	0	264	N/A	N/A	N/A	N/A	N/A	
미래에셋 일본 대형주 ETN(H)	13,060	5	+0.04%	0	261	N/A	N/A	N/A	N/A	N/A	
TRUE 인버스 2X 나스닥 100 ETN	5,205	210	-3.88%	0	260	N/A	N/A	N/A	N/A	N/A	
성안	455	3	+0.66%	500	259	N/A	-2.61	-16.49	0.38	62.1	
청호컴넷	3,010	20	+0.67%	5,000	258	0	-0.18	-124.59	0.32	-69.8	0.0
태원물산	3,395	5	+0.15%	500	258	85	73.80	1.67	0.80	768.2	0.025036818851251842
신한 레버리지 미국달러 선물 ETN	12,835	270	-2.06%	0	257	N/A	N/A	N/A	N/A	N/A	
ARIRANG 미국장기우량회사채	106,590	940	-0.87%	0	256	N/A	N/A	N/A	N/A	N/A	
KODEX 미국달러선물레버리지	10,870	240	-2.16%	0	254	N/A	N/A	N/A	N/A	N/A	
에이리츠	6,700	200	+3.08%	5,000	254	569	2.80	25.42	0.75	73.5	0.08492537313432835
ARIRANG 단기채권액티브	105,435	10	+0.01%	0	254	N/A	N/A	N/A	N/A	N/A	
미래에셋 미디어엔터 Core5 ETN	12,690	0	0.00%	0	254	N/A	N/A	N/A	N/A	N/A	
BYC우	116,500	0	0.00%	5,000	251	N/A	3.85	N/A	0.22	N/A	
미래에셋 미국 고배당주 ETN(H)	12,545	75	-0.59%	0	251	N/A	N/A	N/A	N/A	N/A	
한진칼우	46,600	550	+1.19%	2,500	250	N/A	-5.58	N/A	2.88	N/A	
파워 200	27,735	440	+1.61%	0	250	N/A	N/A	N/A	N/A	N/A	
삼성 KRX 금현물 ETN	12,270	25	+0.20%	0	245	N/A	N/A	N/A	N/A	N/A	
ARIRANG 단기우량채권	53,090	15	+0.03%	0	244	N/A	N/A	N/A	N/A	N/A	
TRUE 인버스 2X S&P500 선물 ETN(H)	4,875	65	-1.32%	0	244	N/A	N/A	N/A	N/A	N/A	
SK디스커버리우	17,850	50	+0.28%	5,000	242	N/A	1.51	N/A	0.21	N/A	
TIGER 200TR	14,195	190	+1.36%	0	241	N/A	N/A	N/A	N/A	N/A	
KINDEX 일본TOPIX인버스(합성 H)	5,705	15	-0.26%	0	240	N/A	N/A	N/A	N/A	N/A	
삼성 바이오 테마주 ETN	11,945	210	+1.79%	0	239	N/A	N/A	N/A	N/A	N/A	
신한 인버스 WTI원유 선물 ETN(H)	11,945	935	-7.26%	0	239	N/A	N/A	N/A	N/A	N/A	
미래에셋 일본 중형주 ETN(H)	11,930	0	0.00%	0	239	N/A	N/A	N/A	N/A	N/A	
ARIRANG 미국단기우량회사채	103,425	1,090	-1.04%	0	238	N/A	N/A	N/A	N/A	N/A	
KODEX 배당성장	10,570	130	+1.25%	0	238	N/A	N/A	N/A	N/A	N/A	
삼성 미국 중소형 성장주 ETN	11,885	0	0.00%	0	238	N/A	N/A	N/A	N/A	N/A	
TRUE 빅5 동일가중 ETN	11,740	370	+3.25%	0	235	N/A	N/A	N/A	N/A	N/A	
QV 스마트리밸런싱 260/4 ETN	11,660	0	0.00%	0	233	N/A	N/A	N/A	N/A	N/A	
TIGER 로우볼	9,305	150	+1.64%	0	233	N/A	N/A	N/A	N/A	N/A	
미래에셋 호주 ASX200 ETN(H)	11,625	10	-0.09%	0	232	N/A	N/A	N/A	N/A	N/A	
ARIRANG KS로우볼가중TR	9,685	120	+1.25%	0	232	N/A	N/A	N/A	N/A	N/A	
TIGER 가격조정	19,655	200	+1.03%	0	232	N/A	N/A	N/A	N/A	N/A	
태영건설우	9,050	430	+4.99%	500	231	N/A	6.71	N/A	0.54	N/A	
미래에셋 유럽 중형주 ETN(H)	11,540	35	+0.30%	0	231	N/A	N/A	N/A	N/A	N/A	
KINDEX 코스피	20,785	240	+1.17%	0	229	N/A	N/A	N/A	N/A	N/A	
미래에셋 미국 시니어론 100 ETN	11,400	75	-0.65%	0	228	N/A	N/A	N/A	N/A	N/A	
KODEX 미국FANG플러스(H)	15,450	225	+1.48%	0	224	N/A	N/A	N/A	N/A	N/A	
미래에셋 유럽 대형주 ETN(H)	11,195	105	-0.93%	0	224	N/A	N/A	N/A	N/A	N/A	
삼성 화학 테마주 ETN	11,185	0	0.00%	0	224	N/A	N/A	N/A	N/A	N/A	
QV KTOP30 ETN	11,140	0	0.00%	0	223	N/A	N/A	N/A	N/A	N/A	
삼성 미국 중소형 성장주 ETN(H)	11,070	0	0.00%	0	221	N/A	N/A	N/A	N/A	N/A	
미래에셋 에너지화학 Core5 ETN	11,045	0	0.00%	0	221	N/A	N/A	N/A	N/A	N/A	
신한 구리 선물 ETN(H)	10,975	210	+1.95%	0	220	N/A	N/A	N/A	N/A	N/A	
KOSEF 200선물레버리지	10,380	355	+3.54%	0	218	N/A	N/A	N/A	N/A	N/A	
KODEX TRF3070	10,360	95	-0.91%	0	218	N/A	N/A	N/A	N/A	N/A	
신한 은 선물 ETN(H)	10,760	540	+5.28%	0	215	N/A	N/A	N/A	N/A	N/A	
전방	12,700	300	+2.42%	5,000	213	N/A	-0.59	-38.44	0.19	817.4	
하이골드3호	1,320	15	-1.12%	5,000	213	209	5.43	3.16	0.78	-68.2	0.15833333333333333
대신 인버스 2X 니켈선물 ETN(H)	10,625	825	-7.21%	0	212	N/A	N/A	N/A	N/A	N/A	
신한 인버스 구리 선물 ETN(H)	10,625	0	0.00%	0	212	N/A	N/A	N/A	N/A	N/A	
TIGER 코스닥150선물인버스	6,415	305	-4.54%	0	212	N/A	N/A	N/A	N/A	N/A	
모두투어리츠	2,700	5	-0.18%	5,000	211	168	7.92	6.36	0.50	12.8	0.06222222222222222
ARIRANG 미국S&P500(H)	12,415	60	+0.49%	0	211	N/A	N/A	N/A	N/A	N/A	
KOSEF 미국달러선물레버리지	10,425	205	-1.93%	0	211	N/A	N/A	N/A	N/A	N/A	
미래에셋 원자재 선물 ETN(H)	7,015	135	+1.96%	0	210	N/A	N/A	N/A	N/A	N/A	
하이트진로2우B	18,500	700	+3.93%	5,000	209	N/A	268.12	N/A	1.27	N/A	
미래에셋 미국 시니어론 100 ETN(H)	10,440	40	+0.38%	0	209	N/A	N/A	N/A	N/A	N/A	
세기상사	51,000	1,600	+3.24%	5,000	208	N/A	-18.49	-4.11	0.95	170.8	
ARIRANG KS밸류가중TR	10,140	140	+1.40%	0	208	N/A	N/A	N/A	N/A	N/A	
HANARO 200선물레버리지	12,565	455	+3.76%	0	207	N/A	N/A	N/A	N/A	N/A	
TIGER 200 금융	5,090	75	+1.50%	0	207	N/A	N/A	N/A	N/A	N/A	
에이엔피	249	1	+0.40%	500	206	N/A	-6.92	-9.67	0.36	49.7	
KINDEX 레버리지	4,535	155	+3.54%	0	204	N/A	N/A	N/A	N/A	N/A	
TIGER KIS부동산인프라채권TR	5,425	5	-0.09%	0	203	N/A	N/A	N/A	N/A	N/A	
KODEX MSCI KOREA ESG유니버설	8,115	0	0.00%	0	203	N/A	N/A	N/A	N/A	N/A	
삼성 미국 대형 가치주 ETN	10,100	235	-2.27%	0	202	N/A	N/A	N/A	N/A	N/A	
TIGER 우량가치	8,595	105	+1.24%	0	201	N/A	N/A	N/A	N/A	N/A	
KODEX 자동차	11,800	300	+2.61%	0	201	N/A	N/A	N/A	N/A	N/A	
KINDEX 중국본토CSI300레버리지(합성)	3,435	120	+3.62%	0	199	N/A	N/A	N/A	N/A	N/A	
KINDEX 골드선물 레버리지(합성 H)	18,065	310	+1.75%	0	199	N/A	N/A	N/A	N/A	N/A	
TIGER 200 헬스케어	22,020	555	+2.59%	0	198	N/A	N/A	N/A	N/A	N/A	
신한 레버리지 S&P500 선물 ETN	9,895	50	+0.51%	0	198	N/A	N/A	N/A	N/A	N/A	
지코	306	0	0.00%	500	198	0	-1.71	-43.44	0.97	-37.2	0.0
신한 코스피 월별 양매도 5% OTM ETN	9,880	80	-0.80%	0	198	N/A	N/A	N/A	N/A	N/A	
세방우	5,310	60	-1.12%	500	196	N/A	22.12	N/A	0.14	N/A	
쌍용양회우	12,650	2,890	+29.61%	1,000	195	N/A	46.51	N/A	3.63	N/A	
신한 코스피 콘도르 6/10% ETN	9,760	125	-1.26%	0	195	N/A	N/A	N/A	N/A	N/A	
HANARO KRX300	12,570	145	+1.17%	0	195	N/A	N/A	N/A	N/A	N/A	
마이다스 200커버드콜5%OTM	12,175	0	0.00%	0	195	N/A	N/A	N/A	N/A	N/A	
KINDEX 중기국고채	108,220	15	+0.01%	0	195	N/A	N/A	N/A	N/A	N/A	
대한항공우	17,450	50	+0.29%	5,000	194	N/A	-1.29	N/A	0.88	N/A	
KINDEX 코스닥150	11,365	450	+4.12%	0	193	N/A	N/A	N/A	N/A	N/A	
신한 코스피 월별 양매도 3% OTM ETN	9,655	95	-0.97%	0	193	N/A	N/A	N/A	N/A	N/A	
ARIRANG 고배당저변동50	8,215	125	+1.55%	0	193	N/A	N/A	N/A	N/A	N/A	
TIGER 모멘텀	17,530	310	+1.80%	0	193	N/A	N/A	N/A	N/A	N/A	
KOSEF 미국달러선물인버스2X	7,475	125	+1.70%	0	192	N/A	N/A	N/A	N/A	N/A	
FOCUS KRX300	12,770	225	+1.79%	0	192	N/A	N/A	N/A	N/A	N/A	
TREX 200	27,270	395	+1.47%	0	191	N/A	N/A	N/A	N/A	N/A	
QV 롱숏 K150 매수 로우볼 매도 ETN	9,535	115	+1.22%	0	191	N/A	N/A	N/A	N/A	N/A	
삼성 코스피 풋매도 4% OTM ETN	9,510	0	0.00%	0	190	N/A	N/A	N/A	N/A	N/A	
삼성 미국 대형 가치주 ETN(H)	9,510	75	-0.78%	0	190	N/A	N/A	N/A	N/A	N/A	
KODEX 배당성장채권혼합	10,550	10	+0.09%	0	190	N/A	N/A	N/A	N/A	N/A	
신한 인버스 2X 다우존스지수 선물 ETN(H)	4,740	45	-0.94%	0	190	N/A	N/A	N/A	N/A	N/A	
대신 2X 니켈선물 ETN(H)	9,360	635	+7.28%	0	187	N/A	N/A	N/A	N/A	N/A	
삼성 S&P500 VIX S/T 선물 ETN(H) B	24,955	1,045	-4.02%	0	187	N/A	N/A	N/A	N/A	N/A	
KODEX 국채선물10년	72,540	90	-0.12%	0	187	N/A	N/A	N/A	N/A	N/A	
KBSTAR 글로벌4차산업IT(합성 H)	14,920	300	+2.05%	0	186	N/A	N/A	N/A	N/A	N/A	
삼성 Cushing 에너지인프라 MLP ETN	6,215	15	-0.24%	0	186	N/A	N/A	N/A	N/A	N/A	
삼성 Alerian 에너지인프라 MLP ETN	6,190	50	-0.80%	0	186	N/A	N/A	N/A	N/A	N/A	
대상우	13,550	250	+1.88%	1,000	186	N/A	3.56	N/A	0.47	N/A	
신한 브렌트원유 선물 ETN(H)	4,635	245	+5.58%	0	185	N/A	N/A	N/A	N/A	N/A	
QV 의료 TOP5 ETN	9,175	55	+0.60%	0	184	N/A	N/A	N/A	N/A	N/A	
미래에셋 Q150 Core5 ETN	9,160	190	+2.12%	0	183	N/A	N/A	N/A	N/A	N/A	
KOSEF 인도Nifty50(합성)	11,090	215	+1.98%	0	183	N/A	N/A	N/A	N/A	N/A	
신한 코스피 콘도르 4/10% ETN	9,130	135	-1.46%	0	183	N/A	N/A	N/A	N/A	N/A	
QV 조선 TOP5 ETN	9,100	610	+7.18%	0	182	N/A	N/A	N/A	N/A	N/A	
미래에셋 글로벌 리츠 ETN(H)	9,070	25	-0.27%	0	181	N/A	N/A	N/A	N/A	N/A	
QV 에너지 TOP5 ETN	9,070	195	+2.20%	0	181	N/A	N/A	N/A	N/A	N/A	
ARIRANG 200선물인버스2X	11,600	460	-3.81%	0	180	N/A	N/A	N/A	N/A	N/A	
삼성 미국 중소형 가치주 ETN	8,945	160	-1.76%	0	179	N/A	N/A	N/A	N/A	N/A	
미래에셋 미국 리츠 ETN(H)	8,935	190	-2.08%	0	179	N/A	N/A	N/A	N/A	N/A	
남양유업우	107,000	1,000	-0.93%	5,000	178	N/A	-32.03	N/A	0.10	N/A	
KODEX 미국채울트라30년선물(H)	13,675	30	+0.22%	0	178	N/A	N/A	N/A	N/A	N/A	
신한 인버스 2X 천연가스 선물 ETN	17,770	10	+0.06%	0	178	N/A	N/A	N/A	N/A	N/A	
TRUE 코리아프리미어 ETN	8,765	0	0.00%	0	175	N/A	N/A	N/A	N/A	N/A	
TRUE 레버리지 유로스탁스50 ETN(H)	8,760	200	+2.34%	0	175	N/A	N/A	N/A	N/A	N/A	
QV 화학 TOP5 ETN	8,685	0	0.00%	0	174	N/A	N/A	N/A	N/A	N/A	
HANARO 고배당	7,550	175	+2.37%	0	174	N/A	N/A	N/A	N/A	N/A	
신한 K200 USD 선물 바이셀 ETN	8,650	0	0.00%	0	173	N/A	N/A	N/A	N/A	N/A	
TIGER 인도니프티50레버리지(합성)	9,560	570	+6.34%	0	172	N/A	N/A	N/A	N/A	N/A	
KODEX 글로벌4차산업로보틱스(합성)	12,565	95	-0.75%	0	170	N/A	N/A	N/A	N/A	N/A	
KODEX KTOP30	14,130	280	+2.02%	0	170	N/A	N/A	N/A	N/A	N/A	
TIGER 미국달러선물인버스2X	8,475	125	+1.50%	0	170	N/A	N/A	N/A	N/A	N/A	
QV 자동차 TOP5 ETN	8,470	280	+3.42%	0	169	N/A	N/A	N/A	N/A	N/A	
KODEX 심천ChiNext(합성)	9,330	315	+3.49%	0	168	N/A	N/A	N/A	N/A	N/A	
미래에셋 인버스 원유선물혼합 ETN(H)	16,720	1,020	-5.75%	0	167	N/A	N/A	N/A	N/A	N/A	
신한 USD K200 선물 바이셀 ETN	8,360	185	-2.17%	0	167	N/A	N/A	N/A	N/A	N/A	
삼성 미국 중소형 가치주 ETN(H)	8,345	135	-1.59%	0	167	N/A	N/A	N/A	N/A	N/A	
하이트론	2,985	15	-0.50%	2,500	165	N/A	-0.99	-69.31	0.42	125.2	
QV 인버스 레버리지 10년 국채선물 ETN	16,305	0	0.00%	0	163	N/A	N/A	N/A	N/A	N/A	
한국주강	1,440	25	-1.71%	500	163	N/A	-1.19	-35.06	0.50	484.8	
TIGER 코스피대형주	10,080	110	+1.10%	0	161	N/A	N/A	N/A	N/A	N/A	
TIGER 코스피고배당	9,645	160	+1.69%	0	159	N/A	N/A	N/A	N/A	N/A	
부산주공	375	12	+3.31%	500	159	N/A	-0.65	-52.37	0.60	-67.2	
KODEX 200 중소형	7,945	120	+1.53%	0	159	N/A	N/A	N/A	N/A	N/A	
TRUE 섹터탑픽 ETN	7,865	0	0.00%	0	157	N/A	N/A	N/A	N/A	N/A	
KBSTAR 중소형고배당	8,015	105	+1.33%	0	156	N/A	N/A	N/A	N/A	N/A	
TIGER S&P글로벌헬스케어(합성)	15,580	225	+1.47%	0	156	N/A	N/A	N/A	N/A	N/A	
넥센타이어1우B	2,385	20	+0.85%	500	155	N/A	2.33	N/A	0.16	N/A	
KODEX 건설	2,340	20	+0.86%	0	154	N/A	N/A	N/A	N/A	N/A	
KODEX 미국달러선물인버스2X	8,480	165	+1.98%	0	154	N/A	N/A	N/A	N/A	N/A	
KODEX 최소변동성	9,600	195	+2.07%	0	154	N/A	N/A	N/A	N/A	N/A	
KINDEX S&P아시아TOP50	11,320	165	+1.48%	0	153	N/A	N/A	N/A	N/A	N/A	
ARIRANG KRX300	12,730	240	+1.92%	0	153	N/A	N/A	N/A	N/A	N/A	
신한 인버스 2X S&P500 선물 ETN	7,445	155	-2.04%	0	149	N/A	N/A	N/A	N/A	N/A	
KODEX 미국S&P바이오(합성)	28,200	90	+0.32%	0	148	N/A	N/A	N/A	N/A	N/A	
ARIRANG 미국나스닥기술주	16,380	250	+1.55%	0	147	N/A	N/A	N/A	N/A	N/A	
컨버즈	4,100	0	0.00%	500	147	0	-1.13	-548.06	1.39	-74.4	0.0
KODEX 바이오	10,785	350	+3.35%	0	147	N/A	N/A	N/A	N/A	N/A	
삼성 증권 테마주 ETN	7,320	210	+2.95%	0	146	N/A	N/A	N/A	N/A	N/A	
삼성 온라인쇼핑 테마주 ETN	7,315	20	+0.27%	0	146	N/A	N/A	N/A	N/A	N/A	
신한 인버스 은 선물 ETN(H)	7,310	370	-4.82%	0	146	N/A	N/A	N/A	N/A	N/A	
TIGER 단기선진하이일드(합성 H)	11,145	10	-0.09%	0	145	N/A	N/A	N/A	N/A	N/A	
KODEX Fn멀티팩터	9,635	140	+1.47%	0	145	N/A	N/A	N/A	N/A	N/A	
FOCUS ESG리더스	7,175	90	+1.27%	0	144	N/A	N/A	N/A	N/A	N/A	
QV CHINEXT ETN(H)	7,170	0	0.00%	0	143	N/A	N/A	N/A	N/A	N/A	
녹십자홀딩스2우	16,800	50	-0.30%	500	142	N/A	-373.33	N/A	0.96	N/A	
미래에셋 인버스 에너지화학 Core5 ETN	7,050	155	-2.15%	0	141	N/A	N/A	N/A	N/A	N/A	
QV 건설 TOP5 ETN	7,025	55	-0.78%	0	140	N/A	N/A	N/A	N/A	N/A	
KINDEX 미국WideMoat가치주	12,770	10	-0.08%	0	140	N/A	N/A	N/A	N/A	N/A	
신한 인버스 2X 미국달러 선물 ETN	7,000	140	+2.04%	0	140	N/A	N/A	N/A	N/A	N/A	
일양약품우	31,450	50	-0.16%	2,500	140	N/A	72.30	N/A	2.95	N/A	
TIGER 200 에너지화학	11,090	260	+2.40%	0	140	N/A	N/A	N/A	N/A	N/A	
TIGER 일본TOPIX헬스케어(합성)	13,935	310	-2.18%	0	139	N/A	N/A	N/A	N/A	N/A	
QV 내수소비 TOP5 ETN	6,950	45	-0.64%	0	139	N/A	N/A	N/A	N/A	N/A	
QV 운송 TOP5 ETN	6,910	0	0.00%	0	138	N/A	N/A	N/A	N/A	N/A	
TRUE 인버스 2X 유로스탁스50 ETN(H)	6,900	155	-2.20%	0	138	N/A	N/A	N/A	N/A	N/A	
KODEX 코스피100	21,205	290	+1.39%	0	138	N/A	N/A	N/A	N/A	N/A	
삼성 미디어 테마주 ETN	6,880	0	0.00%	0	138	N/A	N/A	N/A	N/A	N/A	
신한 인버스 금 선물 ETN(H)	6,880	115	-1.64%	0	138	N/A	N/A	N/A	N/A	N/A	
미래에셋 인버스 미디어엔터 Core5 ETN	13,635	0	0.00%	0	136	N/A	N/A	N/A	N/A	N/A	
신한 콩 선물 ETN(H)	6,815	5	-0.07%	0	136	N/A	N/A	N/A	N/A	N/A	
KBSTAR 채권혼합	56,480	195	+0.35%	0	136	N/A	N/A	N/A	N/A	N/A	
신한 인버스 2X 은 선물 ETN(H)	6,750	745	-9.94%	0	135	N/A	N/A	N/A	N/A	N/A	
TIGER 미국나스닥바이오	19,280	265	+1.39%	0	135	N/A	N/A	N/A	N/A	N/A	
QV 미국 IT TOP5 ETN(H)	19,245	185	+0.97%	0	135	N/A	N/A	N/A	N/A	N/A	
삼성 음식료 테마주 ETN	6,730	125	+1.89%	0	135	N/A	N/A	N/A	N/A	N/A	
SMART 선진국MSCI World(합성 H)	13,245	60	+0.46%	0	132	N/A	N/A	N/A	N/A	N/A	
대덕전자1우	6,230	20	-0.32%	500	131	N/A	N/A	N/A	N/A	N/A	
TIGER 배당성장	13,120	115	+0.88%	0	130	N/A	N/A	N/A	N/A	N/A	
TIGER 우선주	8,620	90	+1.06%	0	129	N/A	N/A	N/A	N/A	N/A	
TIGER 코스닥150IT	12,660	370	+3.01%	0	129	N/A	N/A	N/A	N/A	N/A	
KBSTAR 모멘텀로우볼	10,715	160	+1.52%	0	129	N/A	N/A	N/A	N/A	N/A	
KODEX 모멘텀Plus	9,865	205	+2.12%	0	128	N/A	N/A	N/A	N/A	N/A	
KOSEF 국고채10년레버리지	142,425	450	-0.31%	0	128	N/A	N/A	N/A	N/A	N/A	
QV 레버리지 10년 국채선물 ETN	25,425	0	0.00%	0	127	N/A	N/A	N/A	N/A	N/A	
ARIRANG KS로우사이즈가중TR	10,520	135	+1.30%	0	126	N/A	N/A	N/A	N/A	N/A	
TIGER 미국S&P500선물인버스(H)	5,795	10	-0.17%	0	125	N/A	N/A	N/A	N/A	N/A	
KINDEX 인도네시아MSCI(합성)	7,780	225	+2.98%	0	124	N/A	N/A	N/A	N/A	N/A	
TIGER 200커뮤니케이션서비스	21,360	670	+3.24%	0	124	N/A	N/A	N/A	N/A	N/A	
KODEX 미국S&P에너지(합성)	5,640	65	-1.14%	0	124	N/A	N/A	N/A	N/A	N/A	
한화솔루션우	11,000	150	+1.38%	5,000	124	N/A	-6.15	N/A	0.31	N/A	
덕성우	8,790	40	+0.46%	500	122	N/A	87.90	N/A	2.12	N/A	
KODEX 200미국채혼합	11,740	30	+0.26%	0	122	N/A	N/A	N/A	N/A	N/A	
KOSEF 200 선물	12,275	235	+1.95%	0	120	N/A	N/A	N/A	N/A	N/A	
HANARO e커머스	11,875	195	+1.67%	0	119	N/A	N/A	N/A	N/A	N/A	
미래에셋 인버스 S&P500 ETN(H)	5,905	5	-0.08%	0	118	N/A	N/A	N/A	N/A	N/A	
일정실업	9,800	0	0.00%	5,000	118	N/A	-0.94	-37.57	0.41	356.7	
KINDEX 싱가포르리츠	11,595	445	+3.99%	0	116	N/A	N/A	N/A	N/A	N/A	
KINDEX 미국4차산업인터넷(합성 H)	14,475	275	+1.94%	0	116	N/A	N/A	N/A	N/A	N/A	
TIGER 경기방어채권혼합	9,610	55	+0.58%	0	115	N/A	N/A	N/A	N/A	N/A	
한화우	24,050	150	-0.62%	5,000	115	N/A	20.02	N/A	0.50	N/A	
삼성 인버스 China A50 선물 ETN(H)	11,500	335	-2.83%	0	115	N/A	N/A	N/A	N/A	N/A	
TIGER 200 중공업	2,220	65	+3.02%	0	115	N/A	N/A	N/A	N/A	N/A	
TRUE 레버리지 엔선물 ETN B	11,485	300	-2.55%	0	115	N/A	N/A	N/A	N/A	N/A	
신한 인버스 다우존스지수 선물 ETN(H)	5,730	30	-0.52%	0	115	N/A	N/A	N/A	N/A	N/A	
신한 인버스 2X 구리 선물 ETN	11,375	600	-5.01%	0	114	N/A	N/A	N/A	N/A	N/A	
삼양사우	30,500	600	+2.01%	5,000	113	N/A	9.61	N/A	0.28	N/A	
삼성 인버스 2X 구리 선물 ETN(H)	11,285	470	-4.00%	0	113	N/A	N/A	N/A	N/A	N/A	
삼양홀딩스우	37,100	0	0.00%	5,000	113	N/A	9.39	N/A	0.20	N/A	
NPC우	2,130	40	-1.84%	500	112	N/A	5.39	N/A	0.31	N/A	
TIGER 200커버드콜ATM	9,350	85	+0.92%	0	112	N/A	N/A	N/A	N/A	N/A	
TRUE 엔선물 ETN B	11,025	0	0.00%	0	110	N/A	N/A	N/A	N/A	N/A	
파워 코스피100	21,195	240	+1.15%	0	110	N/A	N/A	N/A	N/A	N/A	
신한 달러인덱스 선물 ETN(H)	10,960	40	-0.36%	0	110	N/A	N/A	N/A	N/A	N/A	
TRUE 인버스 HSCEI ETN(H) B	10,835	340	-3.04%	0	108	N/A	N/A	N/A	N/A	N/A	
TRUE FTSE100 ETN	10,825	115	-1.05%	0	108	N/A	N/A	N/A	N/A	N/A	
